id,name,area,genre,rating,googleMapsUrl,comment,isActive,createdAt
"81","梅田バル イタリア食堂CIMA","umeda","izakaya",3.9,"https://www.google.com/maps/search/?api=1&query=%E6%A2%85%E7%94%B0%E3%83%90%E3%83%AB%20%E3%82%A4%E3%82%BF%E3%83%AA%E3%82%A2%E9%A3%9F%E5%A0%82CIMA","梅田バル イタリア食堂CIMA 3.9(60) ￥1～1,000 · イタリア料理",true,"2026-03-31"
"82","墨や","other","sushi",4.2,"https://www.google.com/maps/search/?api=1&query=%E5%A2%A8%E3%82%84","墨や 4.2(103) ￥10,000 以上 · 寿司",true,"2026-03-31"
"83","Restaurant Blanc","other","other",4.2,"https://www.google.com/maps/search/?api=1&query=Restaurant%20Blanc","Restaurant Blanc 4.2(26) レストラン",true,"2026-03-31"
"84","Wine Bar Base","other","bar",4.6,"https://www.google.com/maps/search/?api=1&query=Wine%20Bar%20Base","Wine Bar Base 4.6(97) ￥4,000～5,000 · バー",true,"2026-03-31"
"85","おく","other","sushi",4.6,"https://www.google.com/maps/search/?api=1&query=%E3%81%8A%E3%81%8F","おく 4.6(68) ￥10,000 以上 · うなぎ料理店",true,"2026-03-31"
"86","すし処 広川","other","sushi",4.4,"https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%97%E5%87%A6%20%E5%BA%83%E5%B7%9D","すし処 広川 4.4(188) ￥10,000 以上 · 寿司",true,"2026-03-31"
"87","田吾作","other","izakaya",4.3,"https://www.google.com/maps/search/?api=1&query=%E7%94%B0%E5%90%BE%E4%BD%9C","田吾作 4.3(530) お手頃 · 居酒屋",true,"2026-03-31"
"88","赤垣屋","other","izakaya",4.2,"https://www.google.com/maps/search/?api=1&query=%E8%B5%A4%E5%9E%A3%E5%B1%8B","赤垣屋 4.2(682) お手頃 · 居酒屋",true,"2026-03-31"
"89","大甚本店","other","izakaya",4.2,"https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E7%94%9A%E6%9C%AC%E5%BA%97","大甚本店 4.2(1,266) 安価 · 居酒屋",true,"2026-03-31"
"90","明治屋","other","izakaya",3.9,"https://www.google.com/maps/search/?api=1&query=%E6%98%8E%E6%B2%BB%E5%B1%8B","明治屋 3.9(230) ￥2,000～3,000 · 居酒屋",true,"2026-03-31"
"91","和食処 民芸酒房 牧水","other","other",4.1,"https://www.google.com/maps/search/?api=1&query=%E5%92%8C%E9%A3%9F%E5%87%A6%20%E6%B0%91%E8%8A%B8%E9%85%92%E6%88%BF%20%E7%89%A7%E6%B0%B4","和食処 民芸酒房 牧水 4.1(169) お手頃 · 日本料理",true,"2026-03-31"
"92","ひら井","other","izakaya",4,"https://www.google.com/maps/search/?api=1&query=%E3%81%B2%E3%82%89%E4%BA%95","ひら井 4.0(99) お手頃 · 居酒屋",true,"2026-03-31"
"93","八起亭","other","yakitori",4.3,"https://www.google.com/maps/search/?api=1&query=%E5%85%AB%E8%B5%B7%E4%BA%AD","八起亭 4.3(129) 焼き鳥",true,"2026-03-31"
"94","お食事処にしかわ","other","other",4.2,"https://www.google.com/maps/search/?api=1&query=%E3%81%8A%E9%A3%9F%E4%BA%8B%E5%87%A6%E3%81%AB%E3%81%97%E3%81%8B%E3%82%8F","お食事処にしかわ 4.2(229) 安価 · 日本料理",true,"2026-03-31"
"95","魚と日本酒の奢酌楽(ジャグラー 南船場","other","izakaya",4.3,"https://www.google.com/maps/search/?api=1&query=%E9%AD%9A%E3%81%A8%E6%97%A5%E6%9C%AC%E9%85%92%E3%81%AE%E5%A5%A2%E9%85%8C%E6%A5%BD(%E3%82%B8%E3%83%A3%E3%82%B0%E3%83%A9%E3%83%BC%20%E5%8D%97%E8%88%B9%E5%A0%B4","魚と日本酒の奢酌楽(ジャグラー 南船場 4.3(151) ￥2,000～3,000 · 居酒屋",true,"2026-03-31"
"96","THE MUSEN IN SHOCK","other","tachinomi",4.5,"https://www.google.com/maps/search/?api=1&query=THE%20MUSEN%20IN%20SHOCK","THE MUSEN IN SHOCK 4.5(34) ￥2,000～3,000 · 立食形式の飲食店",true,"2026-03-31"
"97","吉川温泉 よかたん (道の駅 よかわ)","other","other",4,"https://www.google.com/maps/search/?api=1&query=%E5%90%89%E5%B7%9D%E6%B8%A9%E6%B3%89%20%E3%82%88%E3%81%8B%E3%81%9F%E3%82%93%20(%E9%81%93%E3%81%AE%E9%A7%85%20%E3%82%88%E3%81%8B%E3%82%8F)","吉川温泉 よかたん (道の駅 よかわ) 4.0(1,958) 日帰り温泉",true,"2026-03-31"
"98","不動温泉","other","other",4.2,"https://www.google.com/maps/search/?api=1&query=%E4%B8%8D%E5%8B%95%E6%B8%A9%E6%B3%89","不動温泉 4.2(216) 日帰り温泉",true,"2026-03-31"
"99","鉄板創作串 てっぺん 京橋店","kyobashi","izakaya",4.8,"https://www.google.com/maps/search/?api=1&query=%E9%89%84%E6%9D%BF%E5%89%B5%E4%BD%9C%E4%B8%B2%20%E3%81%A6%E3%81%A3%E3%81%BA%E3%82%93%20%E4%BA%AC%E6%A9%8B%E5%BA%97","鉄板創作串 てっぺん 京橋店 4.8(167) ￥4,000～5,000 · 居酒屋",true,"2026-03-31"
"100","Trattoria Vispa","other","other",4.7,"https://www.google.com/maps/search/?api=1&query=Trattoria%20Vispa","Trattoria Vispa 4.7(39) ￥2,000～3,000 · レストラン",true,"2026-03-31"
"101","ムスヒ","other","izakaya",4.7,"https://www.google.com/maps/search/?api=1&query=%E3%83%A0%E3%82%B9%E3%83%92","ムスヒ 4.7(51) ￥3,000～4,000 · 居酒屋",true,"2026-03-31"
"102","スタンド サコ家(ヶ)","other","tachinomi",5,"https://www.google.com/maps/search/?api=1&query=%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89%20%E3%82%B5%E3%82%B3%E5%AE%B6(%E3%83%B6)","スタンド サコ家(ヶ) 5.0(17) ￥4,000～5,000 · 立食形式の飲食店",true,"2026-03-31"
"103","高田揚揚（たかだのあげあげ）","other","kushikatsu",4.5,"https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E7%94%B0%E6%8F%9A%E6%8F%9A%EF%BC%88%E3%81%9F%E3%81%8B%E3%81%A0%E3%81%AE%E3%81%82%E3%81%92%E3%81%82%E3%81%92%EF%BC%89","高田揚揚（たかだのあげあげ） 4.5(87) ￥2,000～3,000 · 串揚げ、串カツ店",true,"2026-03-31"
"104","我恵你好","other","ramen",4.5,"https://www.google.com/maps/search/?api=1&query=%E6%88%91%E6%81%B5%E4%BD%A0%E5%A5%BD","我恵你好 4.5(58) ￥2,000～3,000 · 中華料理",true,"2026-03-31"
"105","ピッツェリア プルチーノ","other","other",4.8,"https://www.google.com/maps/search/?api=1&query=%E3%83%94%E3%83%83%E3%83%84%E3%82%A7%E3%83%AA%E3%82%A2%20%E3%83%97%E3%83%AB%E3%83%81%E3%83%BC%E3%83%8E","ピッツェリア プルチーノ 4.8(127) イタリア料理",true,"2026-03-31"
"106","コメジルシ 炊きたてビリヤニ専門店、そしてナチュラルワインと日本酒","other","bar",4.6,"https://www.google.com/maps/search/?api=1&query=%E3%82%B3%E3%83%A1%E3%82%B8%E3%83%AB%E3%82%B7%20%E7%82%8A%E3%81%8D%E3%81%9F%E3%81%A6%E3%83%93%E3%83%AA%E3%83%A4%E3%83%8B%E5%B0%82%E9%96%80%E5%BA%97%E3%80%81%E3%81%9D%E3%81%97%E3%81%A6%E3%83%8A%E3%83%81%E3%83%A5%E3%83%A9%E3%83%AB%E3%83%AF%E3%82%A4%E3%83%B3%E3%81%A8%E6%97%A5%E6%9C%AC%E9%85%92","コメジルシ 炊きたてビリヤニ専門店、そしてナチュラルワインと日本酒 4.6(18) ￥2,000～3,000 · ワインバー",true,"2026-03-31"
"107","湯川内温泉かじか荘","other","other",4.6,"https://www.google.com/maps/search/?api=1&query=%E6%B9%AF%E5%B7%9D%E5%86%85%E6%B8%A9%E6%B3%89%E3%81%8B%E3%81%98%E3%81%8B%E8%8D%98","湯川内温泉かじか荘 4.6(41) 温泉",true,"2026-03-31"
"108","TACO BITEZ","other","other",4.8,"https://www.google.com/maps/search/?api=1&query=TACO%20BITEZ","TACO BITEZ 4.8(46) ￥1,000～2,000 · 軽食店",true,"2026-03-31"
"109","天婦羅・一品料理 新喜楽 東店","other","other",4.3,"https://www.google.com/maps/search/?api=1&query=%E5%A4%A9%E5%A9%A6%E7%BE%85%E3%83%BB%E4%B8%80%E5%93%81%E6%96%99%E7%90%86%20%E6%96%B0%E5%96%9C%E6%A5%BD%20%E6%9D%B1%E5%BA%97","天婦羅・一品料理 新喜楽 東店 4.3(289) ￥1,000～2,000 · 天ぷら",true,"2026-03-31"
"110","スタンド Nagumo","other","tachinomi",4.6,"https://www.google.com/maps/search/?api=1&query=%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89%20Nagumo","スタンド Nagumo 4.6(47) 居酒屋",true,"2026-03-31"
"111","馬刺しと馬串焼き スタンド馬ジロー京橋店","kyobashi","tachinomi",4.5,"https://www.google.com/maps/search/?api=1&query=%E9%A6%AC%E5%88%BA%E3%81%97%E3%81%A8%E9%A6%AC%E4%B8%B2%E7%84%BC%E3%81%8D%20%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89%E9%A6%AC%E3%82%B8%E3%83%AD%E3%83%BC%E4%BA%AC%E6%A9%8B%E5%BA%97","馬刺しと馬串焼き スタンド馬ジロー京橋店 4.5(136) ￥1,000～2,000 · 居酒屋",true,"2026-03-31"
"112","きむらや","other","tachinomi",4.4,"https://www.google.com/maps/search/?api=1&query=%E3%81%8D%E3%82%80%E3%82%89%E3%82%84","きむらや 4.4(193) ￥1,000～2,000 · 立食形式の飲食店",true,"2026-03-31"
"113","炭火焼鳥 権兵衛 京橋店","kyobashi","yakitori",4.9,"https://www.google.com/maps/search/?api=1&query=%E7%82%AD%E7%81%AB%E7%84%BC%E9%B3%A5%20%E6%A8%A9%E5%85%B5%E8%A1%9B%20%E4%BA%AC%E6%A9%8B%E5%BA%97","炭火焼鳥 権兵衛 京橋店 4.9(20) ￥4,000～5,000 · 居酒屋",true,"2026-03-31"
"114","焼肉たまき 京橋店","kyobashi","yakiniku",4.7,"https://www.google.com/maps/search/?api=1&query=%E7%84%BC%E8%82%89%E3%81%9F%E3%81%BE%E3%81%8D%20%E4%BA%AC%E6%A9%8B%E5%BA%97","焼肉たまき 京橋店 4.7(207) ￥6,000～7,000 · 焼き肉",true,"2026-03-31"
"115","〒550-0003 大阪府大阪市西区京町堀１丁目１７−３ Ｃｉｕｃａｔｅ","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%80%92550-0003%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E8%A5%BF%E5%8C%BA%E4%BA%AC%E7%94%BA%E5%A0%80%EF%BC%91%E4%B8%81%E7%9B%AE%EF%BC%91%EF%BC%97%E2%88%92%EF%BC%93%20%EF%BC%A3%EF%BD%89%EF%BD%95%EF%BD%83%EF%BD%81%EF%BD%94%EF%BD%85","〒550-0003 大阪府大阪市西区京町堀１丁目１７−３ Ｃｉｕｃａｔｅ",true,"2026-03-31"
"116","Mikan","other","other",4.8,"https://www.google.com/maps/search/?api=1&query=Mikan","Mikan 4.8(96) ￥1,000～2,000 · フランス料理",true,"2026-03-31"
"117","めし処 ゑノゐ-enoi-","other","izakaya",4.5,"https://www.google.com/maps/search/?api=1&query=%E3%82%81%E3%81%97%E5%87%A6%20%E3%82%91%E3%83%8E%E3%82%90-enoi-","めし処 ゑノゐ-enoi- 4.5(114) 居酒屋",true,"2026-03-31"
"118","なごやか亭 守山えんま堂店","other","sushi",4.1,"https://www.google.com/maps/search/?api=1&query=%E3%81%AA%E3%81%94%E3%82%84%E3%81%8B%E4%BA%AD%20%E5%AE%88%E5%B1%B1%E3%81%88%E3%82%93%E3%81%BE%E5%A0%82%E5%BA%97","なごやか亭 守山えんま堂店 4.1(816) ￥3,000～4,000 · 寿司",true,"2026-03-31"
"119","アルソード","other","other",4.3,"https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%AB%E3%82%BD%E3%83%BC%E3%83%89","アルソード 4.3(245) ￥1,000～2,000 · イタリア料理",true,"2026-03-31"
"120","スタンドAWAWA","other","tachinomi",4.9,"https://www.google.com/maps/search/?api=1&query=%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89AWAWA","スタンドAWAWA 4.9(18) ￥4,000～5,000 · 居酒屋",true,"2026-03-31"
"121","闘鶏 難波店","namba","yakitori",3.5,"https://www.google.com/maps/search/?api=1&query=%E9%97%98%E9%B6%8F%20%E9%9B%A3%E6%B3%A2%E5%BA%97","闘鶏 難波店",true,"2026-03-31"
"122","賛否両論","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E8%B3%9B%E5%90%A6%E4%B8%A1%E8%AB%96","賛否両論",true,"2026-03-31"
"123","和牛肉専門 焼肉 松","other","yakiniku",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%92%8C%E7%89%9B%E8%82%89%E5%B0%82%E9%96%80%20%E7%84%BC%E8%82%89%20%E6%9D%BE","和牛肉専門 焼肉 松",true,"2026-03-31"
"124","goody 中津店 （グッディ）","umeda","other",3.5,"https://www.google.com/maps/search/?api=1&query=goody%20%E4%B8%AD%E6%B4%A5%E5%BA%97%20%EF%BC%88%E3%82%B0%E3%83%83%E3%83%87%E3%82%A3%EF%BC%89","goody 中津店 （グッディ）",true,"2026-03-31"
"125","桜原精肉店","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E6%A1%9C%E5%8E%9F%E7%B2%BE%E8%82%89%E5%BA%97","桜原精肉店",true,"2026-03-31"
"126","居酒屋 大黒","other","izakaya",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%B1%85%E9%85%92%E5%B1%8B%20%E5%A4%A7%E9%BB%92","居酒屋 大黒",true,"2026-03-31"
"127","浪芳庵","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E6%B5%AA%E8%8A%B3%E5%BA%B5","浪芳庵",true,"2026-03-31"
"128","ホルモン倶楽部","other","yakiniku",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%83%9B%E3%83%AB%E3%83%A2%E3%83%B3%E5%80%B6%E6%A5%BD%E9%83%A8","ホルモン倶楽部",true,"2026-03-31"
"129","天八うどん どんでん","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%A4%A9%E5%85%AB%E3%81%86%E3%81%A9%E3%82%93%20%E3%81%A9%E3%82%93%E3%81%A7%E3%82%93","天八うどん どんでん",true,"2026-03-31"
"130","和果 北堀江店","namba","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%92%8C%E6%9E%9C%20%E5%8C%97%E5%A0%80%E6%B1%9F%E5%BA%97","和果 北堀江店",true,"2026-03-31"
"131","パティスリーBOIS OSAKA","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%83%91%E3%83%86%E3%82%A3%E3%82%B9%E3%83%AA%E3%83%BCBOIS%20OSAKA","パティスリーBOIS OSAKA",true,"2026-03-31"
"132","ダテダチ","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%83%80%E3%83%86%E3%83%80%E3%83%81","ダテダチ",true,"2026-03-31"
"133","Eric Rose Cafe OSAKA","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=Eric%20Rose%20Cafe%20OSAKA","Eric Rose Cafe OSAKA",true,"2026-03-31"
"134","裏ヒロヤ","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E8%A3%8F%E3%83%92%E3%83%AD%E3%83%A4","裏ヒロヤ",true,"2026-03-31"
"135","Ristorante e Pizzeria SANTA LUCIA","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=Ristorante%20e%20Pizzeria%20SANTA%20LUCIA","Ristorante e Pizzeria SANTA LUCIA",true,"2026-03-31"
"136","Bar Asumo バーアスモ お初天神店","other","bar",3.5,"https://www.google.com/maps/search/?api=1&query=Bar%20Asumo%20%E3%83%90%E3%83%BC%E3%82%A2%E3%82%B9%E3%83%A2%20%E3%81%8A%E5%88%9D%E5%A4%A9%E7%A5%9E%E5%BA%97","Bar Asumo バーアスモ お初天神店",true,"2026-03-31"
"137","近江牛ステーキとがぶ飲みワイン ニクバルモダンミール 大津店","other","izakaya",3.5,"https://www.google.com/maps/search/?api=1&query=%E8%BF%91%E6%B1%9F%E7%89%9B%E3%82%B9%E3%83%86%E3%83%BC%E3%82%AD%E3%81%A8%E3%81%8C%E3%81%B6%E9%A3%B2%E3%81%BF%E3%83%AF%E3%82%A4%E3%83%B3%20%E3%83%8B%E3%82%AF%E3%83%90%E3%83%AB%E3%83%A2%E3%83%80%E3%83%B3%E3%83%9F%E3%83%BC%E3%83%AB%20%E5%A4%A7%E6%B4%A5%E5%BA%97","近江牛ステーキとがぶ飲みワイン ニクバルモダンミール 大津店",true,"2026-03-31"
"138","手打蕎麦鶴㐂","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E6%89%8B%E6%89%93%E8%95%8E%E9%BA%A6%E9%B6%B4%E3%90%82","手打蕎麦鶴㐂",true,"2026-03-31"
"139","ヤマダモンゴル","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%83%A4%E3%83%9E%E3%83%80%E3%83%A2%E3%83%B3%E3%82%B4%E3%83%AB","ヤマダモンゴル",true,"2026-03-31"
"140","おばんざい鈴","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%81%8A%E3%81%B0%E3%82%93%E3%81%96%E3%81%84%E9%88%B4","おばんざい鈴",true,"2026-03-31"
"141","松茸屋 魚松 本店","other","sushi",3.5,"https://www.google.com/maps/search/?api=1&query=%E6%9D%BE%E8%8C%B8%E5%B1%8B%20%E9%AD%9A%E6%9D%BE%20%E6%9C%AC%E5%BA%97","松茸屋 魚松 本店",true,"2026-03-31"
"142","リゴレット","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%83%AA%E3%82%B4%E3%83%AC%E3%83%83%E3%83%88","リゴレット",true,"2026-03-31"
"143","しんぱち食堂JR京橋駅前店","kyobashi","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%81%97%E3%82%93%E3%81%B1%E3%81%A1%E9%A3%9F%E5%A0%82JR%E4%BA%AC%E6%A9%8B%E9%A7%85%E5%89%8D%E5%BA%97","しんぱち食堂JR京橋駅前店",true,"2026-03-31"
"144","らくだ坂納豆工房","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%82%89%E3%81%8F%E3%81%A0%E5%9D%82%E7%B4%8D%E8%B1%86%E5%B7%A5%E6%88%BF","らくだ坂納豆工房",true,"2026-03-31"
"145","鮨MANABU","other","sushi",3.5,"https://www.google.com/maps/search/?api=1&query=%E9%AE%A8MANABU","鮨MANABU",true,"2026-03-31"
"146","やっこ","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%82%84%E3%81%A3%E3%81%93","やっこ",true,"2026-03-31"
"147","牡蠣乃家 岸和田店","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E7%89%A1%E8%A0%A3%E4%B9%83%E5%AE%B6%20%E5%B2%B8%E5%92%8C%E7%94%B0%E5%BA%97","牡蠣乃家 岸和田店",true,"2026-03-31"
"148","Blue Entrance Kitchen 大阪心斎橋店","namba","other",3.5,"https://www.google.com/maps/search/?api=1&query=Blue%20Entrance%20Kitchen%20%E5%A4%A7%E9%98%AA%E5%BF%83%E6%96%8E%E6%A9%8B%E5%BA%97","Blue Entrance Kitchen 大阪心斎橋店",true,"2026-03-31"
"149","洋食 おがた","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E6%B4%8B%E9%A3%9F%20%E3%81%8A%E3%81%8C%E3%81%9F","洋食 おがた",true,"2026-03-31"
"150","グリル マルヨシ","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%82%B0%E3%83%AA%E3%83%AB%20%E3%83%9E%E3%83%AB%E3%83%A8%E3%82%B7","グリル マルヨシ",true,"2026-03-31"
"151","上野精養軒","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E4%B8%8A%E9%87%8E%E7%B2%BE%E9%A4%8A%E8%BB%92","上野精養軒",true,"2026-03-31"
"152","Casita","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=Casita","Casita",true,"2026-03-31"
"153","元祖ぶっち切り寿司 魚心 本店","other","sushi",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%85%83%E7%A5%96%E3%81%B6%E3%81%A3%E3%81%A1%E5%88%87%E3%82%8A%E5%AF%BF%E5%8F%B8%20%E9%AD%9A%E5%BF%83%20%E6%9C%AC%E5%BA%97","元祖ぶっち切り寿司 魚心 本店",true,"2026-03-31"
"154","三国そば","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E5%9B%BD%E3%81%9D%E3%81%B0","三国そば",true,"2026-03-31"
"155","ののじ","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%81%AE%E3%81%AE%E3%81%98","ののじ",true,"2026-03-31"
"156","PISOLA 守口大日店","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=PISOLA%20%E5%AE%88%E5%8F%A3%E5%A4%A7%E6%97%A5%E5%BA%97","PISOLA 守口大日店",true,"2026-03-31"
"157","御影郷ふくじゅ","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%BE%A1%E5%BD%B1%E9%83%B7%E3%81%B5%E3%81%8F%E3%81%98%E3%82%85","御影郷ふくじゅ",true,"2026-03-31"
"158","川湯温泉 仙人風呂（冬季のみ）","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%B7%9D%E6%B9%AF%E6%B8%A9%E6%B3%89%20%E4%BB%99%E4%BA%BA%E9%A2%A8%E5%91%82%EF%BC%88%E5%86%AC%E5%AD%A3%E3%81%AE%E3%81%BF%EF%BC%89","川湯温泉 仙人風呂（冬季のみ）",true,"2026-03-31"
"159","アカデミーカフェ（& Gallery, Dog ok )","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%82%AB%E3%83%87%E3%83%9F%E3%83%BC%E3%82%AB%E3%83%95%E3%82%A7%EF%BC%88%26%20Gallery%2C%20Dog%20ok%20)","アカデミーカフェ（& Gallery, Dog ok )",true,"2026-03-31"
"160","SAKImotobakery and more 扇町店","tenma","other",3.5,"https://www.google.com/maps/search/?api=1&query=SAKImotobakery%20and%20more%20%E6%89%87%E7%94%BA%E5%BA%97","SAKImotobakery and more 扇町店",true,"2026-03-31"
"161","山さんラーメン","other","ramen",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%B1%B1%E3%81%95%E3%82%93%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3","山さんラーメン",true,"2026-03-31"
"162","トッサ・ジ・クラッサン","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%83%88%E3%83%83%E3%82%B5%E3%83%BB%E3%82%B8%E3%83%BB%E3%82%AF%E3%83%A9%E3%83%83%E3%82%B5%E3%83%B3","トッサ・ジ・クラッサン",true,"2026-03-31"
"163","ミックステイスト","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9%E3%83%86%E3%82%A4%E3%82%B9%E3%83%88","ミックステイスト",true,"2026-03-31"
"164","３ちゃん屋","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%EF%BC%93%E3%81%A1%E3%82%83%E3%82%93%E5%B1%8B","３ちゃん屋",true,"2026-03-31"
"165","八剱ROCK 人生餃子","other","ramen",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%85%AB%E5%89%B1ROCK%20%E4%BA%BA%E7%94%9F%E9%A4%83%E5%AD%90","八剱ROCK 人生餃子",true,"2026-03-31"
"166","ウエストうどん 祗園店","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%82%A6%E3%82%A8%E3%82%B9%E3%83%88%E3%81%86%E3%81%A9%E3%82%93%20%E7%A5%97%E5%9C%92%E5%BA%97","ウエストうどん 祗園店",true,"2026-03-31"
"167","牧のうどん 博多バスターミナル店","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E7%89%A7%E3%81%AE%E3%81%86%E3%81%A9%E3%82%93%20%E5%8D%9A%E5%A4%9A%E3%83%90%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%9F%E3%83%8A%E3%83%AB%E5%BA%97","牧のうどん 博多バスターミナル店",true,"2026-03-31"
"168","博多うどん酒場 和八わっぱち 博多駅くうてん店","other","izakaya",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%A4%9A%E3%81%86%E3%81%A9%E3%82%93%E9%85%92%E5%A0%B4%20%E5%92%8C%E5%85%AB%E3%82%8F%E3%81%A3%E3%81%B1%E3%81%A1%20%E5%8D%9A%E5%A4%9A%E9%A7%85%E3%81%8F%E3%81%86%E3%81%A6%E3%82%93%E5%BA%97","博多うどん酒場 和八わっぱち 博多駅くうてん店",true,"2026-03-31"
"169","博多シーフードうお田","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%A4%9A%E3%82%B7%E3%83%BC%E3%83%95%E3%83%BC%E3%83%89%E3%81%86%E3%81%8A%E7%94%B0","博多シーフードうお田",true,"2026-03-31"
"170","鉄板焼天神ホルモン 博多駅店​","other","yakiniku",3.5,"https://www.google.com/maps/search/?api=1&query=%E9%89%84%E6%9D%BF%E7%84%BC%E5%A4%A9%E7%A5%9E%E3%83%9B%E3%83%AB%E3%83%A2%E3%83%B3%20%E5%8D%9A%E5%A4%9A%E9%A7%85%E5%BA%97%E2%80%8B","鉄板焼天神ホルモン 博多駅店​",true,"2026-03-31"
"171","博多炊き餃子 池ぽん","other","ramen",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%A4%9A%E7%82%8A%E3%81%8D%E9%A4%83%E5%AD%90%20%E6%B1%A0%E3%81%BD%E3%82%93","博多炊き餃子 池ぽん",true,"2026-03-31"
"172","博多 鴨すき 鴨しゃぶ なかもぐろ","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%A4%9A%20%E9%B4%A8%E3%81%99%E3%81%8D%20%E9%B4%A8%E3%81%97%E3%82%83%E3%81%B6%20%E3%81%AA%E3%81%8B%E3%82%82%E3%81%90%E3%82%8D","博多 鴨すき 鴨しゃぶ なかもぐろ",true,"2026-03-31"
"173","味の明太子ふくや 博多デイトス売店","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E5%91%B3%E3%81%AE%E6%98%8E%E5%A4%AA%E5%AD%90%E3%81%B5%E3%81%8F%E3%82%84%20%E5%8D%9A%E5%A4%9A%E3%83%87%E3%82%A4%E3%83%88%E3%82%B9%E5%A3%B2%E5%BA%97","味の明太子ふくや 博多デイトス売店",true,"2026-03-31"
"174","イタリア料理カプリチョーザ渋谷本店","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%BF%E3%83%AA%E3%82%A2%E6%96%99%E7%90%86%E3%82%AB%E3%83%97%E3%83%AA%E3%83%81%E3%83%A7%E3%83%BC%E3%82%B6%E6%B8%8B%E8%B0%B7%E6%9C%AC%E5%BA%97","イタリア料理カプリチョーザ渋谷本店",true,"2026-03-31"
"175","せせり蒲焼スタンド八とり2号店","other","other",3.5,"https://www.google.com/maps/search/?api=1&query=%E3%81%9B%E3%81%9B%E3%82%8A%E8%92%B2%E7%84%BC%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%88%E3%82%99%E5%85%AB%E3%81%A8%E3%82%8A2%E5%8F%B7%E5%BA%97","せせり蒲焼スタンド八とり2号店",true,"2026-03-31"
