（親）ASIN,タイトル,セッション数 - 合計,セッション数 - 合計 - B2B,セッション率 - 合計,セッション率 - 合計 - B2B,おすすめ出品（おすすめ商品）の獲得率,おすすめ出品（おすすめ商品）の獲得率 - B2B,注文された商品点数,注文点数 - B2B,ユニットセッション率,ユニットセッション率 - B2B,注文商品の売上額,注文商品の売上額 - B2B,注文品目総数,注文品目総数 - B2B
B003WJM2WA,業務用 ブリーチS 5.5kg,1,0,0.10%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B004KJZOL2,ジェリフ ゼリエース ゼラチンパウダー緑 450g,33,1,3.40%,5.56%,1.96%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B004MDWGMQ,雪印メグミルク 北海道コンデンスミルク(大容量) 480g,25,0,2.58%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0054NT4QE,スプーン印 グラニュ糖 1kg×20袋,4,0,0.41%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0058QIAP8,ダイショー ガツンと辛旨だれ 2.1kg,1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0058QIIKU,ダイショー 新カラフルトッピングスパイスNT 500g,2,0,0.21%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B005UHTXJC,Del Monte デルモンテ ケチャップ 1号缶(標準),2,0,0.21%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B005WFNT4C,カゴメ トマトペースト 850g 業務用 大容量 レストラン用,11,0,1.13%,0.00%,14.29%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0076JRLWS,理研農産化工 大豆白絞油 16.5kg 缶,2,1,0.21%,5.56%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0076JROJ8,理研 キャノーラサラダ油 16.5kg 缶,18,0,1.86%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B009QTHNWO,カップ印 粉糖 1kg,47,0,4.85%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B00BITVE34,味の素 S 20kg,2,0,0.21%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B00H48UCU4,ジーエスフード ランチスープ (若布入) 250g缶,3,0,0.31%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B00I0300FO,ダイショー 厨房王 チキンバーのたれ 2.1kg,1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B00Z537NPW,ニイタカ ニューケミクール4kg 1ケース(4本),1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B014SEEAFY,ジーエスフード ストロベリーフルーツソース,11,1,1.13%,5.56%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B015U3ABVE,GSブラックティー1000ｍｌ　加糖　３本,15,0,1.55%,0.00%,26.67%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B019I0592Q,讃岐物産 うどん県のうどん 300g×5袋,19,0,1.96%,0.00%,4.35%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B01HZ545VM,ダイショー 業務用 カツレツスパイス 香味野菜ミックス 1kg,2,0,0.21%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B01JDBD9UY,雪印メグミルク 北海道コンデンスミルク 業務用 480g x2本,22,0,2.27%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B01MRBT4T5,昭和 サラダ油 BOX 8kg,1,0,0.10%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B01N18DG7D,雪印メグミルク【業務用】北海道コンデンスミルク 480g,11,0,1.13%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B07DW8LS6P,谷尾食糧 さくらあんゆで小豆 2号缶×12個,1,0,0.10%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B07DYQYJBW,ジーエスフード 拉麺胡椒 (ラーメンコショー) 90g×2本セット,11,0,1.13%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B07XBQZCXZ,ダイショー CoCo壱番屋監修 チーズカレー鍋スープ 750g×10袋入,1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B07XDQ75ZR,ダイショー CoCo壱番屋監修 カレー鍋スープ 750g×10袋入,5,0,0.52%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0827MHSFQ,ダイショー CoCo壱番屋監修 カレー鍋スープ 750g×2袋入 カレー CoCo壱 簡単 鍋 スープ,3,0,0.31%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B088TG28XH,ヤギミルク 大人のための粉ミルク ユキちゃんのミルク 120g,17,1,1.75%,5.56%,10.53%,100.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B08BZVHZ7D,ジーエスフード 拉麺胡椒 (ラーメンコショー) 90g×3本セット,4,0,0.41%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B08F4WF4N5,【常温】 味の素 KK コンソメJ 500g×4袋 業務用 【セット商品】,11,0,1.13%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B08GXFHQVT,[公式]ヒガシマル醤油 割烹関西 蛤と帆立の白だしつゆ 1ℓ,2,0,0.21%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B08L4W9RT9,昭和電工マテリアルズ(Showadenko Materials) 日立化成 キッチニスタラップ 詰替用 30cm×110m 377402,8,2,0.82%,11.11%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B08WMCB13R,カゴメ トマトケチャップ,3,0,0.31%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B097F98JNZ,ジーエスフード　サラダスパイス 130g,8,0,0.82%,0.00%,37.50%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B099KCHVPG,【常温】 ジーエスフード 牛乳とまぜて作る ムースベース いちご 500ml 業務用 デザート スイーツ ムース,4,0,0.41%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B099N4VJ1D,純正ごま油濃口,10,0,1.03%,0.00%,84.62%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B099PKQP8F,ムースベース(プレーン)スリムパック 500ｍｌ,2,0,0.21%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09B9V3JJ9,かどや製油 【2セット】かどや 銀印 純正ごま油 濃口 1650g×2本,2,0,0.21%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09GF2CXDJ,ダイショー 博多 水炊き スープ はかた地どり使用 3～4人前,5,0,0.52%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09GFNM78N,ダイショー 鶏南蛮 鍋 スープ だし醤油仕立て 3～4人前,3,0,0.31%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09N6RJ9VX,鎌田醤油だし醤油500㎖ X 3本セット袋入り,2,0,0.21%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09RPB595F,[KUIKO KEBABU] ELI SAUCE エリソース 300ml /マイルドソース,13,0,1.34%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09WH8TM9D,[KUIKO KEBABU] ELI SAUCE Lemon エリソース 300ml/レモンソース,8,0,0.82%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09WHCH6H7,[KUIKO KEBABU] ELI SAUCE Chili エリソース 300ml チリソース,5,0,0.52%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0B4QQFD62,ジェリフ プラスコラーゲン ブルー 150g,4,0,0.41%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0BRBKJM88,ダイショー CoCo壱番屋監修 カレー鍋スープ,68,0,7.01%,0.00%,2.17%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0BZ4QSRW9,ランチポタージュスープ 袋入 400ｇ,1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0CGDJ7TLT,鎌田醤油 だし醤油 500ml 2本,7,0,0.72%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0CJ42NX1K,味の素 ドレッシング,3,0,0.31%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0CP3Z7LB8,ニイタカ ニューケミクール 油汚れ 強力洗浄剤,24,1,2.47%,5.56%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0CWL9H426,エリエール 【ケース販売】エルヴェール ペーパータオル エコスマート シングル,1,1,0.10%,5.56%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0CYZZ993M,味の素 クノール コンソメ 業務用 スープの素 ブイヨン 洋風だし 顆粒 大容量,62,0,6.39%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0D53F8VDG,味の素 うま味調味料 味の素S 業務用 1kg袋 大容量 こんぶだしのうま味,155,2,15.98%,11.11%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DJ8KDT6J,エリソース 沖縄 お土産 やきとりのたれ ソース 万能調味料 うまいたれ シークヮーサー 300ml,2,0,0.21%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DJNY3J9N,ELI SAUCE シークワーサー 300ml,4,0,0.41%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DPLQR647,ダイショー 厨房王 ハニーマスタードソース,2,0,0.21%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DPZLFLJQ,オーロラソース 800g ダイショー 厨房王 バーガーソース,3,0,0.31%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DQYK2T8W,ライオンラベルラード 清水商事 15kg ラード 業務用 一斗缶,2,1,0.21%,5.56%,100.00%,100.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DSHDG1DB,日本食品 純製ラード 15kg 一斗缶,4,2,0.41%,11.11%,100.00%,100.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DTTKYQLS,鎌田 醤油,58,0,5.98%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DVBFRSM8,ダイショー 厨房王 醤香るエビチリソース 2kg 業務用,1,0,0.10%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0F2RQGVMM,ジーエスフード GS ダージリンティー 無糖 1000ml紙パック×12本入,1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0F36WQGK6,ジーエスフード GS ストレートティー 加糖 1000ml紙パック×12本入,1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0F4327ZR6,九鬼産業 製菓用 黒ごまパウダーミックス １ｋｇ,2,0,0.21%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0F82PSK1G,"ＧＳ ストレートティー(加糖)1,000ｍｌ×6本",1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FF4CDDK8,MCC 業務用 ストレート・デミグラスソース 3kg,1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FNBK31GT,ダイショー 料理研究家リュウジ監修 至高の鶏山椒鍋スープ 700g×10袋入,1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FQ9SKY43,ジーエスフード フルーツメモリー 500g 大阪ミックスジュースの素 希釈用 常温保存 GSフード,3,0,0.31%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FQHSHGD2,ジーエスフード フルーツメモリー 500g×2本 大阪ミックスジュースの素 希釈用 常温保存 GSフード,1,0,0.10%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FSR9P7TT,ジェリフ 濃香ほうじ茶ぷりん ほうじ茶プリンの素 500g,1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G346WQDC,MCC 業務用 ボロニア風ミートソース 140g,1,0,0.10%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G347KKG3,MCC 業務用 カルボナーラソース 140g,1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G34CD8H8,MCC 業務用 国産紅ズワイガニのトマトクリームソース 140g,1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G34D9T3J,MCC 業務用 ミートソース 140g,2,0,0.21%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G34F6SL9,MCC 業務用 明太子クリームソース 100g,1,0,0.10%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G5ZWTHT8,[公式]ヒガシマル醤油 割烹関西 牛だしつゆ 1ℓ,4,0,0.41%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G61JVZ76,ジーエスフード ラーメンコショー 90g,32,0,3.30%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G64CP1KB,MCC 業務用 Today’ｓストレート・デミグラスソース 1㎏,9,0,0.93%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G88TV6QB,ダイショー 和風だし香る 梅ソース 600g,1,0,0.10%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0GHR2VVMD,GS チャーハンベース 300g × 2本入,1,0,0.10%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0GN998VR5,ライオンラベルラード 10g×10袋パック 小袋ラード,2,0,0.21%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0GQ2KZ5G6,引本醤油 魚々丸 1L,2,1,0.21%,5.56%,100.00%,100.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
