（親）ASIN,タイトル,セッション数 - 合計,セッション数 - 合計 - B2B,セッション率 - 合計,セッション率 - 合計 - B2B,おすすめ出品（おすすめ商品）の獲得率,おすすめ出品（おすすめ商品）の獲得率 - B2B,注文された商品点数,注文点数 - B2B,ユニットセッション率,ユニットセッション率 - B2B,注文商品の売上額,注文商品の売上額 - B2B,注文品目総数,注文品目総数 - B2B
B0058QIIKU,ダイショー 新カラフルトッピングスパイスNT 500g,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B005UHTXJC,Del Monte デルモンテ ケチャップ 1号缶(標準),1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B005WFNT4C,カゴメ トマトペースト 850g 業務用 大容量 レストラン用,11,0,1.01%,0.00%,7.14%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0076JRLWS,理研農産化工 大豆白絞油 16.5kg 缶,3,0,0.28%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0076JROJ8,理研 キャノーラサラダ油 16.5kg 缶,22,6,2.02%,20.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B009QTHNWO,カップ印 粉糖 1kg,39,3,3.59%,10.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B00BITVE34,味の素 S 20kg,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B00H48UCU4,ジーエスフード ランチスープ (若布入) 250g缶,14,0,1.29%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B00I0300FO,ダイショー 厨房王 チキンバーのたれ 2.1kg,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B00IJ2CZI6,ジーエスフード　ねりからし（マスタード）　330g,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B00Z537NPW,ニイタカ ニューケミクール4kg 1ケース(4本),1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B00Z53CXWK,ニイタカ 油固化剤 カタマール500g×10袋(ケース),2,0,0.18%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B014SEEAFY,ジーエスフード ストロベリーフルーツソース,22,1,2.02%,3.33%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0157XT884,MCC 業務用デリシャススープ 「ミネストローネ」 1人前（150g） （ストレートタイプ）（レトルト食品）,2,0,0.18%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B015U3ABVE,GSブラックティー1000ｍｌ　加糖　３本,14,1,1.29%,3.33%,5.26%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B01CQTFRXM,アサイー＆ベリー5倍希釈用（500ｍｌ）,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B01HZ545VM,ダイショー 業務用 カツレツスパイス 香味野菜ミックス 1kg,2,0,0.18%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B01JDBD9UY,雪印メグミルク 北海道コンデンスミルク 業務用 480g x2本,35,1,3.22%,3.33%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B01N18DG7D,雪印メグミルク【業務用】北海道コンデンスミルク 480g,14,1,1.29%,3.33%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B01N5PW8JT,ジーエスフード GS アサイー&ベリー 500ml紙パック×12本入,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B072544YFH,かどや 銀印ごま油 濃口 1650g x 2本,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0787VZ6JJ,ジーエスフード GS ブラックティーL 加糖 1000ml紙パック×12本入,2,0,0.18%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B07XDQ75ZR,ダイショー CoCo壱番屋監修 カレー鍋スープ 750g×10袋入,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0827MHSFQ,ダイショー CoCo壱番屋監修 カレー鍋スープ 750g×2袋入 カレー CoCo壱 簡単 鍋 スープ,7,0,0.64%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B088TG28XH,ヤギミルク 大人のための粉ミルク ユキちゃんのミルク 120g,19,0,1.75%,0.00%,17.39%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B08BZVHZ7D,ジーエスフード 拉麺胡椒 (ラーメンコショー) 90g×3本セット,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B08F4WF4N5,【常温】 味の素 KK コンソメJ 500g×4袋 業務用 【セット商品】,7,0,0.64%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B08GXFHQVT,[公式]ヒガシマル醤油 割烹関西 蛤と帆立の白だしつゆ 1ℓ,9,0,0.83%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B08L4W9RT9,昭和電工マテリアルズ(Showadenko Materials) 日立化成 キッチニスタラップ 詰替用 30cm×110m 377402,9,0,0.83%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B08WMCB13R,カゴメ トマトケチャップ,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B099KCHVPG,【常温】 ジーエスフード 牛乳とまぜて作る ムースベース いちご 500ml 業務用 デザート スイーツ ムース,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B099N4VJ1D,純正ごま油濃口,3,0,0.28%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B099NL732G,ムースベース 杏仁(アンニン)スリムパック 500ml,3,0,0.28%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09B9V3JJ9,かどや製油 【2セット】かどや 銀印 純正ごま油 濃口 1650g×2本,6,1,0.55%,3.33%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09GF2CXDJ,ダイショー 博多 水炊き スープ はかた地どり使用 3～4人前,3,0,0.28%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09GFNM78N,ダイショー 鶏南蛮 鍋 スープ だし醤油仕立て 3～4人前,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09N6RJ9VX,鎌田醤油だし醤油500㎖ X 3本セット袋入り,5,0,0.46%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09RPB595F,[KUIKO KEBABU] ELI SAUCE エリソース 300ml /マイルドソース,18,0,1.66%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09WH8TM9D,[KUIKO KEBABU] ELI SAUCE Lemon エリソース 300ml/レモンソース,14,0,1.29%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B09WHCH6H7,[KUIKO KEBABU] ELI SAUCE Chili エリソース 300ml チリソース,9,0,0.83%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0B4QQFD62,ジェリフ プラスコラーゲン ブルー 150g,3,0,0.28%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0BRBKJM88,ダイショー CoCo壱番屋監修 カレー鍋スープ,82,0,7.54%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0BZ4QSRW9,ランチポタージュスープ 袋入 400ｇ,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0C1NPKC2C,讃岐物産 うどん県のうどん 300g×15個,2,0,0.18%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0CGDJ7TLT,鎌田醤油 だし醤油 500ml 2本,16,0,1.47%,0.00%,25.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0CJ42NX1K,味の素 ドレッシング,3,0,0.28%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0CP3Z7LB8,ニイタカ ニューケミクール 油汚れ 強力洗浄剤,23,3,2.12%,10.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0CWL9H426,エリエール 【ケース販売】エルヴェール ペーパータオル エコスマート シングル,3,1,0.28%,3.33%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0CYZZ993M,味の素 クノール コンソメ 業務用 スープの素 ブイヨン 洋風だし 顆粒 大容量,69,1,6.35%,3.33%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0D53F8VDG,味の素 うま味調味料 味の素S 業務用 1kg袋 大容量 こんぶだしのうま味,159,2,14.63%,6.67%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DJ8KDT6J,エリソース 沖縄 お土産 やきとりのたれ ソース 万能調味料 うまいたれ シークヮーサー 300ml,3,0,0.28%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DJNY3J9N,ELI SAUCE シークワーサー 300ml,4,0,0.37%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DNYFZB8J,キャノーラ油 昭和産業 キャノーラサラダ油BOX 8kg サラダ油 バックインザボックス 業務用 家庭用 揚げ油 なたね油 菜種油 天ぷら油 食用油,3,0,0.28%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DPKBF4RJ,MCC フライパンで仕上げるドライキーマカレー 1kg 業務用 ひき肉の旨味 濃厚 本格スパイス キーマカレー カレーの素 カフェ メニュー 具だくさん 大容量,3,0,0.28%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DPLQR647,ダイショー 厨房王 ハニーマスタードソース,4,0,0.37%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DQYK2T8W,ライオンラベルラード 清水商事 15kg ラード 業務用 一斗缶,4,0,0.37%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DSHDG1DB,日本食品 純製ラード 15kg 一斗缶,9,0,0.83%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0DTTKYQLS,鎌田 醤油,60,0,5.52%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0F2RQGVMM,ジーエスフード GS ダージリンティー 無糖 1000ml紙パック×12本入,2,0,0.18%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0F4327ZR6,九鬼産業 製菓用 黒ごまパウダーミックス １ｋｇ,5,0,0.46%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FMY875QQ,ジーエスフード アールグレイティー無糖 1000ml,1,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FNBK31GT,ダイショー 料理研究家リュウジ監修 至高の鶏山椒鍋スープ 700g×10袋入,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FNBL3T2H,ダイショー 松茸香る しゃぶ鍋スープ 700g×10袋入,1,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FNC21LG2,ダイショー 料理研究家リュウジ監修 至高のキムチ鍋スープ 700g×10袋入,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FNZSTVYM,ダイショー 松茸香るしゃぶ鍋スープ 700ｇ（3～4人前） しゃぶしゃぶ鍋の素 鍋スープ 柑橘地鶏だし 濃縮タイプ,2,0,0.18%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FQ9SKY43,ジーエスフード フルーツメモリー 500g 大阪ミックスジュースの素 希釈用 常温保存 GSフード,2,1,0.18%,3.33%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FRF7DGTQ,ジーエスフード フルーツメモリー 500g×3本 大阪ミックスジュースの素 希釈用 常温保存 GSフード,1,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FSR8F6LT,ジェリフ 濃香抹茶ぷりん 抹茶プリンの素 500g,1,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0FT1WGPSW,ライオンラベルラード 調製ラード 清水商事 2kg ラード 業務用,2,0,0.18%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G348T42R,MCC 業務用 国産ホタテ貝のクリームソース 140g,1,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G34B4YWB,MCC 業務用 兵庫県産バジルのジェノベーゼソース 70g,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G34D9T3J,MCC 業務用 ミートソース 140g,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G34DT98J,MCC 業務用 イカスミのソース 140g,1,0,0.09%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G5ZWTHT8,[公式]ヒガシマル醤油 割烹関西 牛だしつゆ 1ℓ,6,0,0.55%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G61JVZ76,ジーエスフード ラーメンコショー 90g,23,0,2.12%,0.00%,7.14%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G64CP1KB,MCC 業務用 Today’ｓストレート・デミグラスソース 1㎏,7,0,0.64%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G88TV6QB,ダイショー 和風だし香る 梅ソース 600g,2,2,0.18%,6.67%,100.00%,100.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G88YW5FS,ダイショー 厨房王 ごま味噌だれ 300g ×5,1,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0G8F52H36,信明商事 Nido（ニド）スパゲッティ 1.6mm 4kg 業務用 大容量 パスタ 乾麺 備蓄 デュラムセモリナ100% 大容量パスタ 徳用,1,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
B0GN998VR5,ライオンラベルラード 10g×10袋パック 小袋ラード,7,0,0.64%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,￥0,￥0,0,0
